episode_id,blue_cube_count,target_index,successful,x_m,y_m,z_m,position_stratum,tray_x_m,tray_y_m
episode_000026,3,2,True,0.48121429782368763,-0.11948922496780048,0.026,7,0.51,0.13398331289744977
episode_000027,3,0,True,0.5859312141839373,-0.033350748281889345,0.026,14,0.51,0.1793892991969486
episode_000027,3,1,True,0.44978094099444177,0.002404297406973088,0.026,9,0.51,0.1793892991969486
episode_000027,3,2,True,0.5087868096435444,-0.17404906214228721,0.026,7,0.51,0.1793892991969486
episode_000028,1,0,True,0.45059915236281184,0.002845544693721111,0.026,9,0.51,0.18198214333682902
episode_000029,1,0,True,0.5097242736224057,0.055540441398002405,0.026,9,0.51,-0.2305947765230142
episode_000030,2,0,True,0.514707224401008,-0.1554429980590456,0.026,7,0.51,0.13398331289744977
episode_000030,2,1,True,0.5874341644189275,-0.28521381141154317,0.026,18,0.51,0.13398331289744977
episode_000031,2,0,True,0.45013421296129336,-0.09561625725669169,0.026,8,0.51,0.1793892991969486
episode_000031,2,1,True,0.6042694971227374,0.0006843433183278029,0.026,21,0.51,0.1793892991969486
episode_000032,2,0,True,0.48669649644173374,0.003399325827439592,0.026,9,0.51,0.18198214333682902
episode_000032,2,1,True,0.6293715613787623,-0.22232843756987142,0.026,18,0.51,0.18198214333682902
episode_000033,1,0,True,0.49719203037091536,0.20055854672605086,0.026,11,0.51,-0.2305947765230142
episode_000034,2,0,True,0.3954811248504032,-0.25309564936903944,0.026,0,0.51,0.13398331289744977
episode_000034,2,1,True,0.5374746457519342,-0.1871285207642943,0.026,13,0.51,0.13398331289744977
episode_000035,1,0,True,0.45849384808677,-0.19552263570695558,0.026,7,0.51,0.1793892991969486
episode_000036,3,0,True,0.5263156318350924,0.00530382471540778,0.026,15,0.51,0.18198214333682902
episode_000036,3,1,True,0.6128578170666663,-0.16735208651012454,0.026,19,0.51,0.18198214333682902
episode_000036,3,2,True,0.4775169651122487,-0.25415647392214946,0.026,6,0.51,0.18198214333682902
episode_000037,2,0,True,0.3853418848847384,0.015261957538350992,0.026,3,0.51,-0.2305947765230142
