episode_id,blue_cube_count,progress_stage,num_remaining,target_index,successful,x_m,y_m,z_m,position_stratum,tray_x_m,tray_y_m
episode_000281,2,0,2,0,True,0.49118341352134165,0.19795874912211975,0.026,10,0.51,-0.23771861983736764
episode_000281,2,0,2,1,True,0.531255677004176,0.03754377340746006,0.026,15,0.51,-0.23771861983736764
episode_000282,2,0,2,0,True,0.47606424580998663,-0.1552761656498532,0.026,7,0.51,0.2456055205640743
episode_000282,2,0,2,1,True,0.5655680990780512,-0.28031730761873813,0.026,12,0.51,0.2456055205640743
episode_000283,2,1,1,1,True,0.5520942832976758,-0.2749159132871315,0.026,12,0.51,0.23208123069127348
episode_000284,1,0,1,0,True,0.4671687439820574,-0.24573178699647005,0.026,6,0.51,0.21314741073137272
episode_000287,2,1,1,1,True,0.5806783259105847,-0.18658251032709106,0.026,13,0.51,0.23208123069127348
episode_000289,1,0,1,0,True,0.4936432019849185,0.035362744748440395,0.026,9,0.51,-0.23771861983736764
episode_000290,1,0,1,0,True,0.4527556062020256,0.05245086135880709,0.026,9,0.51,0.2456055205640743
episode_000292,1,0,1,0,True,0.6572264008285875,-0.17443780976502188,0.026,19,0.51,0.21314741073137272
episode_000293,1,0,1,0,True,0.6491120472284979,0.19368127581470257,0.026,22,0.51,-0.23771861983736764
episode_000294,2,0,2,0,False,0.48403584837968855,-0.2147650993529319,0.026,6,0.51,0.2456055205640743
episode_000294,2,0,2,1,False,0.6110235095803169,-0.1465046550345204,0.026,19,0.51,0.2456055205640743
episode_000297,1,0,1,0,True,0.647308631714349,-0.06386977666128754,0.026,20,0.51,-0.23771861983736764
episode_000298,2,0,2,0,False,0.43637003094074517,-0.2776007927033549,0.026,0,0.51,0.2456055205640743
episode_000298,2,0,2,1,False,0.6361790791328152,-0.045403294929410726,0.026,20,0.51,0.2456055205640743
episode_000300,2,1,1,1,True,0.6096119588461755,0.020403650885006036,0.026,21,0.51,0.21314741073137272
episode_000301,1,0,1,0,True,0.5963234903245952,0.22122433455327997,0.026,23,0.51,-0.18428208917862735
episode_000303,2,0,2,0,True,0.41873262125976074,0.07019548286684148,0.026,3,0.51,-0.16322128580691445
episode_000303,2,0,2,1,True,0.6087907917689248,0.25565219758838886,0.026,23,0.51,-0.16322128580691445
episode_000304,2,0,2,0,True,0.3741680765898529,-0.05770968105774779,0.026,2,0.51,0.131850133372295
episode_000304,2,0,2,1,True,0.5876387459385284,-0.2545643400119075,0.026,18,0.51,0.131850133372295
episode_000305,1,0,1,0,True,0.5994915691389617,0.0018902208565127223,0.026,21,0.51,-0.18428208917862735
episode_000306,1,0,1,0,True,0.616122118417878,0.014622385341718313,0.026,21,0.51,0.23362449161660007
episode_000307,1,0,1,0,True,0.4088739711518277,0.1118588759156999,0.026,4,0.51,-0.16322128580691445
episode_000308,1,0,1,0,True,0.3690642647438249,-0.0627891022247927,0.026,2,0.51,0.131850133372295
episode_000311,2,0,2,0,False,0.38058146164374984,0.08617651670810507,0.026,3,0.51,-0.16322128580691445
episode_000311,2,0,2,1,False,0.6025368731905225,0.1218450704721289,0.026,22,0.51,-0.16322128580691445
episode_000313,2,1,1,0,True,0.4168967349307032,0.2618655343341478,0.026,5,0.51,-0.18428208917862735
episode_000314,1,0,1,0,True,0.3761081422943111,-0.04964144829273596,0.026,2,0.51,0.23362449161660007
episode_000316,1,0,1,0,True,0.4391728101786381,-0.22581212008117707,0.026,0,0.51,0.131850133372295
episode_000317,2,0,2,0,True,0.5723393692643493,0.19475084584384675,0.026,16,0.51,-0.18428208917862735
episode_000317,2,0,2,1,True,0.5051966407747759,-0.0022866553913497706,0.026,8,0.51,-0.18428208917862735
episode_000319,2,0,2,0,True,0.5543805890917906,0.14691641873762257,0.026,16,0.51,-0.16322128580691445
episode_000319,2,0,2,1,True,0.4481391718670426,0.026703544766138065,0.026,9,0.51,-0.16322128580691445
episode_000320,2,0,2,0,False,0.5490360021078733,-0.17498427229682442,0.026,13,0.51,0.131850133372295
episode_000320,2,0,2,1,False,0.4950614791447822,-0.2987187368805958,0.026,6,0.51,0.131850133372295
episode_000321,2,0,2,0,True,0.5749140063318708,-0.006684527317906239,0.026,14,0.51,-0.18428208917862735
episode_000321,2,0,2,1,True,0.4763030450976983,0.12009146639758915,0.026,10,0.51,-0.18428208917862735
episode_000322,2,0,2,0,True,0.5192585232930291,0.05642128453887962,0.026,15,0.51,0.23362449161660007
episode_000322,2,0,2,1,True,0.5096573462927592,-0.1956949597175462,0.026,7,0.51,0.23362449161660007
episode_000323,2,0,2,0,True,0.5277506796127994,0.2149200490897099,0.026,17,0.51,-0.16322128580691445
episode_000323,2,0,2,1,True,0.4941949866357798,0.03254721080221828,0.026,9,0.51,-0.16322128580691445
episode_000324,1,0,1,0,True,0.4180645648042248,-0.23443809883790212,0.026,0,0.51,0.131850133372295
episode_000327,1,0,1,0,True,0.4032994966463366,0.028091669628568388,0.026,3,0.51,-0.16322128580691445
episode_000328,1,0,1,0,True,0.5173198451104385,-0.15295118140945907,0.026,13,0.51,0.131850133372295
episode_000329,2,0,2,0,False,0.598750844219194,0.10050963541055657,0.026,22,0.51,-0.18428208917862735
episode_000329,2,0,2,1,False,0.4406175968337879,-0.0028515975515951697,0.026,2,0.51,-0.18428208917862735
episode_000330,2,0,2,0,True,0.5901306472776261,-0.17353949588791134,0.026,19,0.51,0.23362449161660007
episode_000330,2,0,2,1,True,0.37102007038495916,0.051579086520928026,0.026,3,0.51,0.23362449161660007
episode_000331,1,0,1,0,True,0.5239590474890089,0.11868456863890382,0.026,16,0.51,-0.16322128580691445
episode_000332,2,0,2,0,True,0.6281402754064418,-0.13902881087363578,0.026,19,0.51,0.131850133372295
episode_000332,2,0,2,1,True,0.43037409225838874,-0.29727923548357493,0.026,0,0.51,0.131850133372295
episode_000334,2,0,2,0,True,0.5955724000789129,-0.0641970150821502,0.026,20,0.51,0.23362449161660007
episode_000334,2,0,2,1,True,0.4264316106635913,-0.24985685045556077,0.026,0,0.51,0.23362449161660007
episode_000336,2,1,1,1,True,0.42618680477975496,-0.10507604785672503,0.026,1,0.51,0.131850133372295
episode_000338,2,0,2,0,True,0.5904958990375059,-0.21701347066502175,0.026,18,0.51,0.23362449161660007
episode_000338,2,0,2,1,True,0.40652380816356304,-0.1387355624513181,0.026,1,0.51,0.23362449161660007
episode_000340,2,0,2,0,True,0.5096395597571038,-0.2257385897960658,0.026,6,0.51,0.131850133372295
episode_000340,2,0,2,1,True,0.5804574140287173,-0.07033290538787793,0.026,14,0.51,0.131850133372295
episode_000341,1,0,1,0,True,0.5804001473561147,-0.002500520199006484,0.026,14,0.51,-0.18428208917862735
episode_000342,1,0,1,0,True,0.5604869170817061,-0.21536328553825462,0.026,12,0.51,0.23362449161660007
episode_000343,2,0,2,0,True,0.4889555214952933,0.1365347217158227,0.026,10,0.51,-0.16322128580691445
episode_000343,2,0,2,1,True,0.5686091285485225,0.005996984921755508,0.026,15,0.51,-0.16322128580691445
episode_000345,2,1,1,1,True,0.5625803915765956,0.24857925488199833,0.026,17,0.51,-0.18428208917862735
episode_000352,1,0,1,0,True,0.5656575840663947,-0.21509782981193898,0.026,12,0.51,0.131850133372295
episode_000356,2,0,2,0,True,0.4443926505420863,-0.04591859972507914,0.026,8,0.51,0.131850133372295
episode_000356,2,0,2,1,True,0.5396322782672852,-0.27842448260898295,0.026,12,0.51,0.131850133372295
episode_000357,1,0,1,0,True,0.576613325422846,0.08561303943091257,0.026,15,0.51,-0.18428208917862735
episode_000358,1,0,1,0,True,0.445717121892503,-0.1573713438455915,0.026,7,0.51,0.23362449161660007
episode_000359,2,0,2,0,True,0.4888884911688207,0.09936160213187653,0.026,9,0.51,-0.16322128580691445
episode_000359,2,0,2,1,True,0.6307254779388679,0.11694437015748746,0.026,22,0.51,-0.16322128580691445
episode_000361,1,0,1,0,True,0.45126215759495303,0.18229692402785708,0.026,10,0.51,-0.18428208917862735
episode_000362,2,0,2,0,True,0.48397367699451943,-0.2812142453874571,0.026,6,0.51,0.23362449161660007
episode_000362,2,0,2,1,True,0.547213182412356,-0.12431215327202261,0.026,13,0.51,0.23362449161660007
episode_000365,2,0,2,0,True,0.4378646579853747,0.1258415277697602,0.026,4,0.51,-0.18428208917862735
episode_000365,2,0,2,1,True,0.6457591101028599,-0.011927379623690088,0.026,20,0.51,-0.18428208917862735
episode_000366,2,0,2,0,False,0.3875833294318992,-0.1541035314118675,0.026,1,0.51,0.23362449161660007
episode_000366,2,0,2,1,False,0.6067475461000992,0.011033835738034032,0.026,21,0.51,0.23362449161660007
episode_000367,1,0,1,0,True,0.47389620167745955,0.26039929249213706,0.026,11,0.51,-0.16322128580691445
episode_000368,1,0,1,0,True,0.4451808013871976,-0.23432242271254625,0.026,6,0.51,0.131850133372295
episode_000370,2,0,2,0,True,0.4278360637213687,-0.10028095478662595,0.026,1,0.51,0.23362449161660007
episode_000370,2,0,2,1,True,0.620104591493301,-0.22551419062876,0.026,18,0.51,0.23362449161660007
episode_000371,2,0,2,0,True,0.4182033624338901,0.050799284842577945,0.026,3,0.51,-0.16322128580691445
episode_000371,2,0,2,1,True,0.6237063407810816,0.1481721583850392,0.026,22,0.51,-0.16322128580691445
episode_000375,1,0,1,0,True,0.4449157399660852,0.03621550141082933,0.026,9,0.51,-0.16322128580691445
episode_000376,2,1,1,0,True,0.3904174703743892,-0.25549772347078104,0.026,0,0.51,0.131850133372295
episode_000377,2,0,2,0,True,0.3970296053101063,0.22229262678517128,0.026,5,0.51,-0.18428208917862735
episode_000377,2,0,2,1,True,0.6020531902497421,-0.003982251437272669,0.026,20,0.51,-0.18428208917862735
episode_000378,2,0,2,0,True,0.550123488049687,-0.22674318173272395,0.026,12,0.51,0.23362449161660007
episode_000378,2,0,2,1,True,0.495388052819075,-0.07402898555899973,0.026,8,0.51,0.23362449161660007
episode_000379,2,1,1,1,True,0.46776147589789796,0.006641320105938287,0.026,9,0.51,-0.16322128580691445
episode_000380,1,0,1,0,True,0.5023989580105362,-0.13292466011974685,0.026,7,0.51,0.131850133372295
episode_000381,2,0,2,0,True,0.5660531959589135,-0.0010158966096499578,0.026,14,0.51,-0.18428208917862735
episode_000381,2,0,2,1,True,0.5024539287610019,0.2697065510553416,0.026,11,0.51,-0.18428208917862735
episode_000385,2,0,2,0,True,0.5828133395692826,-0.0030015269186411675,0.026,14,0.51,-0.18428208917862735
episode_000385,2,0,2,1,True,0.47870827268081695,0.12610093736182637,0.026,10,0.51,-0.18428208917862735
episode_000388,1,0,1,0,True,0.6454796051720529,-0.18424755742705953,0.026,19,0.51,0.131850133372295
episode_000389,1,0,1,0,False,0.6366142111816612,0.18970381890516705,0.026,22,0.51,-0.18428208917862735
episode_000390,2,0,2,0,True,0.5847713868723984,0.03183995773308877,0.026,15,0.51,0.23362449161660007
episode_000390,2,0,2,1,True,0.49171843703865215,-0.12419409316241392,0.026,7,0.51,0.23362449161660007
episode_000391,1,0,1,0,True,0.6067593825964515,0.24203994988019073,0.026,23,0.51,-0.16322128580691445
episode_000392,2,1,1,1,True,0.5093398265404476,-0.18212835512779063,0.026,7,0.51,0.131850133372295
episode_000393,2,0,2,0,True,0.6453017307133417,0.13626626446408596,0.026,22,0.51,-0.18428208917862735
episode_000393,2,0,2,1,True,0.41305864379591006,-0.0023886771774136867,0.026,2,0.51,-0.18428208917862735
episode_000399,1,0,1,0,False,0.6418338698089954,0.21826409803380337,0.026,23,0.51,-0.16322128580691445
episode_000402,1,0,1,0,True,0.6348153699487881,-0.24219888132858694,0.026,18,0.51,0.23362449161660007
episode_000403,2,1,1,0,True,0.593343871496738,0.1850944204354063,0.026,22,0.51,-0.16322128580691445
episode_000404,2,0,2,0,True,0.6132588727356426,-0.10971213412383707,0.026,19,0.51,0.131850133372295
episode_000404,2,0,2,1,True,0.41637356893139493,-0.2980324341412113,0.026,0,0.51,0.131850133372295
episode_000405,1,0,1,0,True,0.5901434230360421,0.02285607590532542,0.026,21,0.51,-0.18428208917862735
episode_000407,2,0,2,0,True,0.6510869315064302,0.09453336315976846,0.026,21,0.51,-0.16322128580691445
episode_000407,2,0,2,1,True,0.424081794519466,0.19645944284891664,0.026,4,0.51,-0.16322128580691445
episode_000409,2,1,1,0,True,0.5963842518145186,0.09116234200123696,0.026,21,0.51,-0.18428208917862735
episode_000410,1,0,1,0,True,0.4344221996992996,-0.19475778886205433,0.026,1,0.51,0.23362449161660007
episode_000412,1,0,1,0,True,0.41585912200932634,-0.08875789618869867,0.026,2,0.51,0.131850133372295
episode_000413,1,0,1,0,True,0.4276622547041795,-0.008790387035005773,0.026,2,0.51,-0.18428208917862735
episode_000414,1,0,1,0,True,0.406796700007287,-0.26492324410981,0.026,0,0.51,0.23362449161660007
episode_000416,1,0,1,0,True,0.39657645396174346,-0.22517748267274135,0.026,0,0.51,0.131850133372295
episode_000417,2,0,2,0,True,0.5872339238311243,0.19995137305152597,0.026,23,0.51,-0.18428208917862735
episode_000417,2,0,2,1,True,0.42955378805779293,-0.008137537705048145,0.026,2,0.51,-0.18428208917862735
episode_000418,1,0,1,0,True,0.4122790331848269,0.00408478556351541,0.026,3,0.51,0.23362449161660007
episode_000419,1,0,1,0,True,0.5835632905154765,0.12412028000517183,0.026,16,0.51,-0.16322128580691445
episode_000420,2,0,2,0,True,0.4779113205849443,-0.22095307554004445,0.026,6,0.51,0.131850133372295
episode_000420,2,0,2,1,True,0.5333533973654357,-0.05655732465977077,0.026,14,0.51,0.131850133372295
episode_000421,2,0,2,0,True,0.4699756034329691,0.12111934396579117,0.026,10,0.51,-0.18428208917862735
episode_000421,2,0,2,1,True,0.5468481541554385,0.0012885539883584955,0.026,15,0.51,-0.18428208917862735
episode_000422,1,0,1,0,True,0.5585744791721731,-0.0408864056103012,0.026,14,0.51,0.23362449161660007
episode_000424,2,1,1,0,True,0.4536855512246704,-0.1708503392706197,0.026,7,0.51,0.131850133372295
episode_000425,1,0,1,0,True,0.5623856322583858,-0.0052932048086495875,0.026,14,0.51,-0.18428208917862735
episode_000427,1,0,1,0,True,0.5389299950703881,0.20681661417118152,0.026,17,0.51,-0.16322128580691445
episode_000429,1,0,1,0,True,0.5154551520807173,0.07945719707706969,0.026,15,0.51,-0.18428208917862735
episode_000431,2,1,1,1,True,0.6519755122804822,0.11896260811857524,0.026,22,0.51,-0.16322128580691445
episode_000433,2,0,2,0,True,0.47233371803654894,0.04110896303761003,0.026,9,0.51,-0.18428208917862735
episode_000433,2,0,2,1,True,0.5196318547788444,0.1704898359225149,0.026,16,0.51,-0.18428208917862735
episode_000434,2,0,2,0,True,0.46327367560401617,-0.2326917463831755,0.026,6,0.51,0.23362449161660007
episode_000434,2,0,2,1,True,0.5488856950924728,-0.10550558591101654,0.026,13,0.51,0.23362449161660007
episode_000436,1,0,1,0,True,0.5701887958903561,-0.121421725633802,0.026,13,0.51,0.131850133372295
episode_000437,1,0,1,0,True,0.5021711739542755,0.19730026077180393,0.026,10,0.51,-0.18428208917862735
episode_000439,2,0,2,0,True,0.4052618470790971,0.18116557719533233,0.026,4,0.51,-0.16322128580691445
episode_000439,2,0,2,1,True,0.6181070532927025,0.008029748496353788,0.026,21,0.51,-0.16322128580691445
episode_000440,2,0,2,0,True,0.39527942881855105,-0.1046631528825524,0.026,1,0.51,0.131850133372295
episode_000440,2,0,2,1,True,0.5915330173229791,-0.2207848027533783,0.026,18,0.51,0.131850133372295
episode_000441,1,0,1,0,True,0.4806415907230205,0.12817951378888168,0.026,10,0.51,-0.18428208917862735
episode_000442,1,0,1,0,True,0.4660549443514231,-0.09963839570877102,0.026,8,0.51,0.23362449161660007
episode_000443,2,0,2,0,False,0.4329910589562551,0.04071332134393775,0.026,3,0.51,-0.16322128580691445
episode_000443,2,0,2,1,False,0.5893354681220274,0.23265807951927298,0.026,23,0.51,-0.16322128580691445
episode_000444,1,0,1,0,True,0.4667849392759205,-0.25704980164872887,0.026,6,0.51,0.131850133372295
episode_000445,2,0,2,0,False,0.3763760376157155,-0.004779417436379149,0.026,2,0.51,-0.18428208917862735
episode_000445,2,0,2,1,False,0.6130406531218313,0.10231735750662985,0.026,22,0.51,-0.18428208917862735
episode_000446,1,0,1,0,True,0.4987878300495753,-0.2626219922531541,0.026,6,0.51,0.23362449161660007
episode_000447,2,0,2,0,True,0.41422416110731136,0.0857166444496238,0.026,3,0.51,-0.16322128580691445
episode_000447,2,0,2,1,True,0.6254430880583164,0.11561027876457561,0.026,22,0.51,-0.16322128580691445
episode_000449,2,0,2,0,True,0.39688799555584314,0.22188740297719592,0.026,5,0.51,-0.18428208917862735
episode_000449,2,0,2,1,True,0.6237907449232325,-0.011177973530691804,0.026,20,0.51,-0.18428208917862735
episode_000450,2,0,2,0,False,0.5757526075730484,-0.27862145258551274,0.026,12,0.51,0.23362449161660007
episode_000450,2,0,2,1,False,0.5020724014035634,-0.07773232396003868,0.026,8,0.51,0.23362449161660007
episode_000451,1,0,1,0,True,0.4455589851236039,0.05544959224196137,0.026,9,0.51,-0.20043241881058907
episode_000453,2,1,1,1,True,0.45134248066980814,-0.24409742705011836,0.026,6,0.51,0.15642461766217414
episode_000455,1,0,1,0,False,0.5973877188464429,0.18535352123932602,0.026,22,0.51,-0.20043241881058907
episode_000456,1,0,1,0,True,0.6195825576512332,-0.05488368165639782,0.026,20,0.51,0.24409679091038788
episode_000457,1,0,1,0,True,0.6600537838023929,-0.07519828390946776,0.026,20,0.51,0.15642461766217414
episode_000459,1,0,1,0,False,0.6185022694713672,0.2568123042360253,0.026,23,0.51,-0.20043241881058907
episode_000461,1,0,1,0,True,0.6001062062059196,-0.22214396610897474,0.026,18,0.51,0.15642461766217414
episode_000462,2,1,1,0,True,0.5284046432918592,-0.10691526284976524,0.026,13,0.51,0.14459381827709752
episode_000463,1,0,1,0,True,0.6053664402228882,0.09678870542943889,0.026,21,0.51,-0.20043241881058907
episode_000464,2,0,2,0,False,0.5695761846477674,-0.05617336619074939,0.026,14,0.51,0.24409679091038788
episode_000464,2,0,2,1,False,0.4896265503246554,-0.26845088767575453,0.026,6,0.51,0.24409679091038788
episode_000465,1,0,1,0,True,0.4121617159325752,-0.1960417160945976,0.026,1,0.51,0.15642461766217414
episode_000466,2,0,2,0,True,0.5408038339082627,-0.2655774662070429,0.026,12,0.51,0.14459381827709752
episode_000466,2,0,2,1,True,0.46808558990031895,-0.14158247799850793,0.026,7,0.51,0.14459381827709752
episode_000467,1,0,1,0,True,0.3929382544196778,0.17827919780434748,0.026,4,0.51,-0.20043241881058907
episode_000468,1,0,1,0,True,0.3810866606941112,-0.013716196760371419,0.026,2,0.51,0.24409679091038788
episode_000469,1,0,1,0,True,0.3855424854194635,-0.26494111163858836,0.026,0,0.51,0.15642461766217414
episode_000470,1,0,1,0,True,0.3782808906544428,-0.19854847545301157,0.026,0,0.51,0.14459381827709752
episode_000471,1,0,1,0,True,0.4169584730697301,0.057790401300203215,0.026,3,0.51,-0.20043241881058907
episode_000472,1,0,1,0,True,0.5178555833988265,-0.15980676964817203,0.026,13,0.51,0.24409679091038788
episode_000475,1,0,1,0,True,0.5714981621690757,0.12608267004742135,0.026,16,0.51,-0.20043241881058907
episode_000477,2,0,2,0,False,0.5683370616944753,-0.24760208180661702,0.026,12,0.51,0.15642461766217414
episode_000477,2,0,2,1,False,0.4547983387222517,-0.104126346064848,0.026,7,0.51,0.15642461766217414
episode_000478,1,0,1,0,True,0.528336921847157,-0.06992323999039748,0.026,14,0.51,0.14459381827709752
episode_000479,1,0,1,0,True,0.5348906572596333,0.2629649479512131,0.026,17,0.51,-0.20043241881058907
episode_000480,2,0,2,0,False,0.5939276088710399,-0.2251982016451638,0.026,18,0.51,0.24409679091038788
episode_000480,2,0,2,1,False,0.38906533913023433,-0.051490430509023834,0.026,2,0.51,0.24409679091038788
episode_000481,2,0,2,0,True,0.649662746089654,-0.1925576897521045,0.026,19,0.51,0.15642461766217414
episode_000481,2,0,2,1,True,0.40327906760385807,-0.21131114710827992,0.026,0,0.51,0.15642461766217414
episode_000483,1,0,1,0,True,0.5333968367498259,0.00571817060143625,0.026,15,0.51,-0.20043241881058907
episode_000484,1,0,1,0,True,0.5227434176673564,0.027337259215259313,0.026,15,0.51,0.24409679091038788
episode_000486,2,1,1,0,True,0.6030793279910643,-0.12008734817567326,0.026,19,0.51,0.14459381827709752
episode_000487,2,0,2,0,True,0.6387093532565136,-0.0035177582645875838,0.026,20,0.51,-0.20043241881058907
episode_000487,2,0,2,1,True,0.4383852559789242,0.10728124726280659,0.026,4,0.51,-0.20043241881058907
episode_000488,1,0,1,0,True,0.46606685495001593,-0.12137836188865937,0.026,7,0.51,0.24409679091038788
episode_000491,1,0,1,0,True,0.5044103553681104,0.1277035294537595,0.026,10,0.51,-0.20043241881058907
episode_000492,1,0,1,0,True,0.49884425847848557,-0.04932723958455667,0.026,8,0.51,0.24409679091038788
episode_000493,1,0,1,0,True,0.4719382294803489,-0.2758965079486893,0.026,6,0.51,0.15642461766217414
episode_000495,1,0,1,0,True,0.4505375807972667,0.09744273728964965,0.026,9,0.51,-0.20043241881058907
episode_000496,2,0,2,0,True,0.5893807208375279,0.01715531529821153,0.026,21,0.51,0.24409679091038788
episode_000496,2,0,2,1,True,0.4133627361100174,-0.14070614140144694,0.026,1,0.51,0.24409679091038788
episode_000498,2,0,2,0,False,0.640108662388429,-0.22319984890356004,0.026,18,0.51,0.14459381827709752
episode_000498,2,0,2,1,False,0.41212596388829,-0.1734019620499051,0.026,1,0.51,0.14459381827709752
episode_000499,2,1,1,1,True,0.561629255542704,-0.030746018515866405,0.026,14,0.51,-0.20043241881058907
episode_000500,1,0,1,0,True,0.4626953032372279,0.05869018938689985,0.026,9,0.51,0.24409679091038788
episode_000504,1,0,1,0,True,0.616743144940527,-0.14233755653656432,0.026,19,0.51,0.24409679091038788
episode_000505,2,0,2,0,True,0.49479232765823744,-0.1816667833741739,0.026,7,0.51,0.15642461766217414
episode_000505,2,0,2,1,True,0.5213873880106421,-0.30151715935136963,0.026,12,0.51,0.15642461766217414
episode_000510,2,0,2,0,True,0.5139743918413592,-0.19300301587364327,0.026,7,0.51,0.14459381827709752
episode_000510,2,0,2,1,True,0.6415696270977572,-0.210049405615154,0.026,18,0.51,0.14459381827709752
episode_000515,2,0,2,0,True,0.4879538202564657,-0.023646177201019136,0.026,8,0.51,-0.20043241881058907
episode_000515,2,0,2,1,True,0.5826028650958636,0.10393053340071164,0.026,16,0.51,-0.20043241881058907
episode_000516,2,0,2,0,True,0.45561469019514483,0.02744971668592321,0.026,9,0.51,0.24409679091038788
episode_000516,2,0,2,1,True,0.5771246247805986,-0.18317656493384712,0.026,13,0.51,0.24409679091038788
episode_000518,2,0,2,0,True,0.4496116860399937,-0.2906014744752813,0.026,6,0.51,0.14459381827709752
episode_000518,2,0,2,1,True,0.5781768950105868,-0.10512308132066063,0.026,13,0.51,0.14459381827709752
episode_000519,2,0,2,0,True,0.38670237398713375,0.18853389841094248,0.026,4,0.51,-0.20043241881058907
episode_000519,2,0,2,1,True,0.5972980451438843,-0.020463595636166745,0.026,20,0.51,-0.20043241881058907
episode_000520,2,1,1,1,True,0.5879396459673233,0.02956311257845995,0.026,21,0.51,0.24409679091038788
episode_000521,1,0,1,0,True,0.6240517843851854,-0.09403800674538934,0.026,20,0.51,0.15642461766217414
episode_000522,1,0,1,0,True,0.6122425618015518,-0.035121099919497634,0.026,20,0.51,0.14459381827709752
episode_000524,2,0,2,0,True,0.42298597276617295,-0.14655224243608023,0.026,1,0.51,0.24409679091038788
episode_000524,2,0,2,1,True,0.5917659236897131,-0.2102558124503839,0.026,18,0.51,0.24409679091038788
episode_000525,2,0,2,0,True,0.4254115760329088,-0.035969675606561266,0.026,2,0.51,0.15642461766217414
episode_000525,2,0,2,1,True,0.6345394086167613,-0.19951651653456354,0.026,18,0.51,0.15642461766217414
episode_000527,2,0,2,0,True,0.3830925723420858,0.08923286341910547,0.026,3,0.51,-0.20043241881058907
episode_000527,2,0,2,1,True,0.642402802857777,0.09969418698362843,0.026,22,0.51,-0.20043241881058907
episode_000528,2,0,2,0,False,0.39969312438927096,-0.2636748049107086,0.026,0,0.51,0.24409679091038788
episode_000528,2,0,2,1,False,0.621048066064317,-0.13967500607987898,0.026,19,0.51,0.24409679091038788
episode_000529,1,0,1,0,True,0.5900417351228427,-0.21021398377469008,0.026,18,0.51,0.15642461766217414
episode_000530,1,0,1,0,True,0.5986558490855083,-0.2737214559236143,0.026,18,0.51,0.14459381827709752
episode_000532,2,0,2,0,True,0.5585406698145495,-0.25814256624593057,0.026,12,0.51,0.24409679091038788
episode_000532,2,0,2,1,True,0.4796376459261881,-0.0500359844586701,0.026,8,0.51,0.24409679091038788
episode_000533,1,0,1,0,True,0.6590306843406717,-0.13369155264548566,0.026,19,0.51,0.15642461766217414
episode_000534,1,0,1,0,True,0.39746554893325964,-0.12052731779399316,0.026,1,0.51,0.14459381827709752
episode_000536,1,0,1,0,True,0.3825829064934353,-0.04550028290100937,0.026,2,0.51,0.24409679091038788
episode_000537,1,0,1,0,True,0.3895276158491245,-0.015827341218355703,0.026,2,0.51,0.15642461766217414
episode_000538,2,1,1,0,False,0.5540943589705961,-0.14394930878583068,0.026,13,0.51,0.14459381827709752
episode_000540,2,0,2,0,True,0.5594054878998492,-0.18450065476828847,0.026,13,0.51,0.24409679091038788
episode_000540,2,0,2,1,True,0.41376757897779465,-0.2907152349484014,0.026,0,0.51,0.24409679091038788
episode_000541,2,0,2,0,True,0.5271396450294795,-0.0944311969746468,0.026,14,0.51,0.15642461766217414
episode_000541,2,0,2,1,True,0.46724211182238257,-0.2441394555128374,0.026,6,0.51,0.15642461766217414
episode_000545,2,1,1,1,True,0.47125510107674345,-0.10079567197496778,0.026,7,0.51,0.15642461766217414
episode_000546,1,0,1,0,True,0.4408526395193727,-0.2667949751302499,0.026,0,0.51,0.14459381827709752
episode_000547,1,0,1,0,True,0.37823679401923077,0.08590841686927354,0.026,3,0.51,-0.20043241881058907
episode_000548,2,1,1,0,True,0.5709698052170488,-0.2505286004109424,0.026,12,0.51,0.24409679091038788
episode_000549,1,0,1,0,True,0.41834208510536697,-0.15494782033626914,0.026,1,0.51,0.15642461766217414
episode_000550,2,0,2,0,True,0.6147491823072266,-0.23474667201300742,0.026,18,0.51,0.14459381827709752
episode_000550,2,0,2,1,True,0.3751033459528108,-0.07138070613150291,0.026,2,0.51,0.14459381827709752
episode_000551,1,0,1,0,True,0.5177816532133486,0.19668252043252538,0.026,16,0.51,-0.20043241881058907
episode_000552,2,0,2,0,True,0.6543167322158752,-0.15324917828964513,0.026,19,0.51,0.24409679091038788
episode_000552,2,0,2,1,True,0.43141229062643954,0.0018384051677149398,0.026,3,0.51,0.24409679091038788
episode_000553,2,1,1,0,True,0.6097633327949813,-0.15994562272737806,0.026,19,0.51,0.15642461766217414
episode_000555,2,0,2,0,True,0.6216757440047146,-0.003400947954215597,0.026,20,0.51,-0.20043241881058907
episode_000555,2,0,2,1,True,0.3915118945401,0.11525104837420128,0.026,4,0.51,-0.20043241881058907
episode_000556,1,0,1,0,True,0.5768607603491963,-0.01679305181849762,0.026,14,0.51,0.24409679091038788
episode_000557,1,0,1,0,True,0.5353733420134201,-0.02304570329368341,0.026,14,0.51,0.15642461766217414
episode_000558,2,0,2,0,True,0.6258349114820815,-0.20462897203794836,0.026,18,0.51,0.14459381827709752
episode_000558,2,0,2,1,True,0.38063485732239677,-0.11425035028919935,0.026,1,0.51,0.14459381827709752
episode_000560,1,0,1,0,True,0.542843675913129,-0.21875107936300975,0.026,12,0.51,0.24409679091038788
episode_000561,1,0,1,0,True,0.5535781842860629,-0.2683189438687138,0.026,12,0.51,0.15642461766217414
