blue_cube_count,episodes,successful_episodes,failed_episodes,success_rate_pct,trajectory_points,mean_frames,mean_duration_s,mean_path_length_m,median_path_length_m,recovery_planned_episodes,recovery_completed_episodes,solver_recovery_attempts,x_min_m,x_max_m,x_span_m,y_min_m,y_max_m,y_span_m,z_min_m,z_max_m,z_span_m
1,423,406,17,95.98108747044917,129308,305.69267139479905,20.31284475965327,1.1252804519762578,1.0645133245752332,48,48,28,0.35830044746398926,0.7162107229232788,0.35791027545928955,-0.32723498344421387,0.33378708362579346,0.6610220670700073,0.02080933004617691,0.5455638766288757,0.5247545465826988
2,388,334,54,86.08247422680412,215947,556.5644329896908,37.037628865979386,2.002314975238043,1.9996365350987375,64,37,76,0.35802578926086426,0.6908607482910156,0.33283495903015137,-0.315873384475708,0.3263249397277832,0.6421983242034912,0.021374419331550598,0.542716920375824,0.5213425010442734
