episode_id,blue_cube_count,red_cube_count,successful,completed,failed,scenario_mode,seed,progress_stage,num_blue_total,num_preplaced,num_remaining,preplaced_blue_cube_names,start_position_stratum,start_ee_position_fallback,start_ee_position_fallback_shift_m,start_ee_reached,start_ee_yaw_requested_deg,start_ee_yaw_offset_deg,start_ee_yaw_fallback_scale,start_ee_yaw_error_deg,start_ee_orientation_reached,trajectory_modes,recovery_planned,recovery_augmented,recovery_completed,solver_recovery_attempts,solver_recovery_total_attempts,failure_reason,failed_state,slot_index,frames,duration_s,path_length_m,displacement_m,x_min_m,x_max_m,x_span_m,y_min_m,y_max_m,y_span_m,z_min_m,z_max_m,z_span_m
episode_000012,2,2,False,False,True,blue_tray,91018,0,2,0,2,,36,False,0.0,True,,,,0.0605,True,direct;direct,False,False,False,1,1,solver_recovery_exhausted,approach,1,688,45.8,2.4246266289923217,0.28616357488502986,0.4488537311553955,0.6474176645278931,0.19856393337249756,-0.27846336364746094,0.2258749008178711,0.504338264465332,0.03254089504480362,0.38392025232315063,0.351379357278347
episode_000013,2,2,True,True,False,blue_tray,91019,0,2,0,2,,11,False,0.0,True,,,,0.0558,True,direct;direct,False,False,False,0,0,,,2,655,43.6,2.5009567094438783,0.4062909421480752,0.39715099334716797,0.6267061233520508,0.2295551300048828,-0.23244762420654297,0.22218263149261475,0.4546302556991577,0.03297470510005951,0.5252150297164917,0.4922403246164322
episode_000014,2,2,True,True,False,blue_tray,91020,0,2,0,2,,22,False,0.0,True,,,,0.0679,True,direct;direct,False,False,False,0,0,,,2,473,31.466666666666665,1.8334265603001043,0.2549409109560922,0.4508483409881592,0.6245894432067871,0.17374110221862793,-0.16025984287261963,0.11555171012878418,0.2758115530014038,0.03244374692440033,0.41679710149765015,0.3843533545732498
episode_000015,2,2,True,True,False,blue_tray,91021,0,2,0,2,,49,False,0.0,True,,,,0.1757,True,direct;direct,False,False,False,0,0,,,2,534,35.53333333333333,2.081356222466491,0.2007291373807801,0.42907071113586426,0.5969462394714355,0.1678755283355713,-0.12363100051879883,0.2491319179534912,0.37276291847229004,0.03262816369533539,0.3536495864391327,0.3210214227437973
episode_000016,2,2,True,True,False,blue_tray,91022,0,2,0,2,,26,False,0.0,True,,,,0.0552,True,direct;direct,False,False,False,0,0,,,2,553,36.8,2.087739307922798,0.4037889348629623,0.3800234794616699,0.562877893447876,0.18285441398620605,-0.19576358795166016,0.11581921577453613,0.3115828037261963,0.03098040074110031,0.5435275435447693,0.512547142803669
episode_000017,2,2,True,True,False,blue_tray,91023,1,2,1,1,blue_cube_0,,False,0.0,True,-15.2502,-15.2502,1.0,2.4169,True,preplaced;direct,False,False,False,0,0,,,2,287,19.066666666666666,0.9688396490329692,0.11099062358776145,0.46426987648010254,0.5773093700408936,0.11303949356079102,-0.05423378944396973,0.25739026069641113,0.31162405014038086,0.033065326511859894,0.22657856345176697,0.19351323693990707
episode_000018,2,2,True,True,False,blue_tray,91024,0,2,0,2,,30,False,0.0,True,,,,0.1507,True,direct;recovery,True,True,True,0,0,,,2,532,35.4,1.8065654883266973,0.3572629009808485,0.40291428565979004,0.5765154361724854,0.1736011505126953,-0.15856623649597168,0.30829572677612305,0.4668619632720947,0.03150477260351181,0.28408515453338623,0.2525803819298744
episode_000019,2,2,False,False,True,blue_tray,91025,0,2,0,2,,1,False,0.0,True,,,,0.0755,True,recovery;direct,True,True,True,0,0,transport_stall,move_above_slot,1,569,37.86666666666667,2.3533793622450823,0.5614708540799601,0.4137839078903198,0.5896815061569214,0.17589759826660156,-0.3283054828643799,0.24663126468658447,0.5749367475509644,0.033099040389060974,0.39484143257141113,0.36174239218235016
episode_000020,2,2,True,True,False,blue_tray,91026,0,2,0,2,,46,False,0.0,True,,,,0.099,True,direct;direct,False,False,False,0,0,,,2,573,38.13333333333333,2.0026956453171474,0.32165493776937626,0.40277624130249023,0.5988668203353882,0.19609057903289795,-0.19497036933898926,0.12102270126342773,0.315993070602417,0.032351620495319366,0.42804041504859924,0.3956887945532799
episode_000021,2,2,True,True,False,blue_tray,91027,0,2,0,2,,33,False,0.0,True,,,,0.1166,True,direct;direct,False,False,False,0,0,,,2,625,41.6,2.3097447622743568,0.18015354664457356,0.45331788063049316,0.6216979026794434,0.1683800220489502,-0.19461488723754883,0.3083397150039673,0.5029546022415161,0.0331437885761261,0.3369208574295044,0.3037770688533783
episode_000022,2,2,True,True,False,blue_tray,91028,1,2,1,1,blue_cube_0,,False,0.0,True,-13.7185,-13.7185,1.0,2.2289,True,preplaced;direct,False,False,False,0,0,,,2,286,19.0,1.076635406224883,0.14105274664480041,0.4454984664916992,0.6146819591522217,0.16918349266052246,-0.17893648147583008,0.17144513130187988,0.35038161277770996,0.033032238483428955,0.25999942421913147,0.22696718573570251
episode_000023,1,2,True,True,False,blue_tray,91029,0,1,0,1,,34,False,0.0,True,,,,0.012,True,direct,False,False,False,0,0,,,1,221,14.666666666666666,0.9359051115090273,0.2147455147842626,0.47548484802246094,0.6036765575408936,0.12819170951843262,0.036331772804260254,0.25057756900787354,0.21424579620361328,0.033007390797138214,0.3992712199687958,0.36626382917165756
episode_000024,1,2,True,True,False,blue_tray,91030,0,1,0,1,,31,False,0.0,True,,,,0.0702,True,direct,False,False,False,0,0,,,1,244,16.2,0.8409421695651625,0.3811342162695143,0.4930403232574463,0.6004760265350342,0.10743570327758789,-0.1911158561706543,0.14322376251220703,0.33433961868286133,0.03305037319660187,0.3708967864513397,0.33784641325473785
episode_000025,2,2,True,True,False,blue_tray,91031,0,2,0,2,,18,False,0.0,True,,,,0.0709,True,direct;direct,False,False,False,0,0,,,2,485,32.266666666666666,1.800030215147299,0.4961600177946464,0.44452428817749023,0.637542724609375,0.19301843643188477,-0.2523002624511719,0.2208414077758789,0.4731416702270508,0.03304591029882431,0.27898108959198,0.24593517929315567
episode_000026,2,2,True,True,False,blue_tray,91032,0,2,0,2,,42,False,0.0,True,,,,0.0825,True,direct;direct,False,False,False,0,0,,,2,476,31.666666666666668,1.7508165705266103,0.15220808557543092,0.4539313316345215,0.5985414981842041,0.14461016654968262,-0.1473827362060547,0.21006345748901367,0.35744619369506836,0.033244408667087555,0.2565719783306122,0.22332756966352463
episode_000027,2,2,False,False,True,blue_tray,91033,0,2,0,2,,51,True,0.039985,True,,,,0.0001,True,direct;direct,False,False,False,1,1,solver_recovery_exhausted,align_yaw,1,1006,67.0,2.992212872090906,0.5078147563173776,0.44812071323394775,0.6469099521636963,0.19878923892974854,-0.27745580673217773,0.25043416023254395,0.5278899669647217,0.03271731734275818,0.3805595636367798,0.3478422462940216
episode_000028,2,2,True,True,False,blue_tray,91034,0,2,0,2,,47,False,0.0,True,,,,0.0674,True,direct;direct,False,False,False,0,0,,,2,547,36.4,2.1724539608212563,0.4604699526887067,0.454257607460022,0.6259974241256714,0.17173981666564941,-0.19500958919525146,0.1738748550415039,0.36888444423675537,0.03275824338197708,0.5421159863471985,0.5093577429652214
episode_000029,2,2,True,True,False,blue_tray,91035,0,2,0,2,,45,False,0.0,True,,,,0.0928,True,direct;direct,False,False,False,0,0,,,2,646,43.0,2.1152560530320983,0.21345510085438119,0.386397123336792,0.5823268890380859,0.19592976570129395,-0.17664527893066406,0.22646379470825195,0.403109073638916,0.03297784924507141,0.2691313624382019,0.2361535131931305
episode_000030,2,2,True,True,False,blue_tray,91036,0,2,0,2,,19,False,0.0,True,,,,0.0709,True,direct;recovery,True,True,True,0,0,,,2,545,36.266666666666666,2.106544911366665,0.286874355836827,0.3998239040374756,0.5625648498535156,0.16274094581604004,-0.3086949586868286,0.221177339553833,0.5298722982406616,0.02717001736164093,0.397905558347702,0.3707355409860611
episode_000031,1,2,True,True,False,blue_tray,91037,0,1,0,1,,25,False,0.0,True,,,,0.0596,True,direct,False,False,False,0,0,,,1,331,22.0,1.1829942418896315,0.38357015232710717,0.48639965057373047,0.6072957515716553,0.1208961009979248,-0.25824666023254395,0.24707448482513428,0.5053211450576782,0.03276536613702774,0.3704695701599121,0.33770420402288437
episode_000032,1,2,True,True,False,blue_tray,91038,0,1,0,1,,71,False,0.0,True,,,,0.0295,True,direct,False,False,False,0,0,,,1,288,19.133333333333333,1.18918971159725,0.5931124652333231,0.5083320140838623,0.6348369121551514,0.12650489807128906,-0.1930983066558838,0.31462836265563965,0.5077266693115234,0.032802097499370575,0.46771812438964844,0.43491602689027786
episode_000033,2,2,True,True,False,blue_tray,91039,0,2,0,2,,41,False,0.0,True,,,,0.0654,True,direct;direct,False,False,False,0,0,,,2,531,35.333333333333336,1.915371529536031,0.5056161170469761,0.3780796527862549,0.56390380859375,0.18582415580749512,-0.1378791332244873,0.2267467975616455,0.3646259307861328,0.03295385092496872,0.5412349700927734,0.5082811191678047
